                                                                                                                                                                
{'loss': 2.3475, 'grad_norm': 0.8685447573661804, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01}
{'loss': 0.0304, 'grad_norm': 0.03134692832827568, 'learning_rate': 9.244897959183672e-05, 'epoch': 3.72}
{'loss': 0.0281, 'grad_norm': 0.03170248866081238, 'learning_rate': 9.214285714285714e-05, 'epoch': 3.73}
{'loss': 0.0299, 'grad_norm': 0.035579875111579895, 'learning_rate': 9.183673469387755e-05, 'epoch': 3.73}
{'loss': 0.0292, 'grad_norm': 0.031139763072133064, 'learning_rate': 9.153061224489795e-05, 'epoch': 3.74}
{'loss': 0.0295, 'grad_norm': 0.033445850014686584, 'learning_rate': 9.122448979591835e-05, 'epoch': 3.74}
{'loss': 0.0301, 'grad_norm': 0.034772422164678574, 'learning_rate': 9.091836734693877e-05, 'epoch': 3.75}
{'loss': 0.029, 'grad_norm': 0.033971041440963745, 'learning_rate': 9.061224489795918e-05, 'epoch': 3.75}
{'loss': 0.0294, 'grad_norm': 0.03400667384266853, 'learning_rate': 9.030612244897958e-05, 'epoch': 3.76}
{'loss': 0.0287, 'grad_norm': 0.028607787564396858, 'learning_rate': 8.999999999999999e-05, 'epoch': 3.77}
{'loss': 0.0289, 'grad_norm': 0.032412171363830566, 'learning_rate': 8.96938775510204e-05, 'epoch': 3.77}
{'loss': 0.0287, 'grad_norm': 0.027639800682663918, 'learning_rate': 8.938775510204082e-05, 'epoch': 3.78}
{'loss': 0.0288, 'grad_norm': 0.03129180893301964, 'learning_rate': 8.908163265306122e-05, 'epoch': 3.78}
{'loss': 0.0298, 'grad_norm': 0.03413449600338936, 'learning_rate': 8.877551020408162e-05, 'epoch': 3.79}
{'loss': 0.0285, 'grad_norm': 0.03126278892159462, 'learning_rate': 8.846938775510203e-05, 'epoch': 3.79}
{'loss': 0.0298, 'grad_norm': 0.03394973278045654, 'learning_rate': 8.816326530612245e-05, 'epoch': 3.8}
{'loss': 0.0273, 'grad_norm': 0.02899957448244095, 'learning_rate': 8.785714285714286e-05, 'epoch': 3.8}
{'loss': 0.0288, 'grad_norm': 0.03044913150370121, 'learning_rate': 8.755102040816325e-05, 'epoch': 3.81}
{'loss': 0.0291, 'grad_norm': 0.033778734505176544, 'learning_rate': 8.724489795918366e-05, 'epoch': 3.81}
{'loss': 0.03, 'grad_norm': 0.034454382956027985, 'learning_rate': 8.693877551020407e-05, 'epoch': 3.82}
{'loss': 0.0298, 'grad_norm': 0.03430056571960449, 'learning_rate': 8.663265306122449e-05, 'epoch': 3.82}
{'loss': 0.0286, 'grad_norm': 0.027709323912858963, 'learning_rate': 8.63265306122449e-05, 'epoch': 3.83}
{'loss': 0.0295, 'grad_norm': 0.027801131829619408, 'learning_rate': 8.602040816326529e-05, 'epoch': 3.83}
{'loss': 0.0295, 'grad_norm': 0.030255107209086418, 'learning_rate': 8.57142857142857e-05, 'epoch': 3.84}
{'loss': 0.0287, 'grad_norm': 0.027356836944818497, 'learning_rate': 8.540816326530612e-05, 'epoch': 3.85}
{'loss': 0.0283, 'grad_norm': 0.02884286642074585, 'learning_rate': 8.510204081632653e-05, 'epoch': 3.85}
{'loss': 0.0294, 'grad_norm': 0.03391984850168228, 'learning_rate': 8.479591836734694e-05, 'epoch': 3.86}
{'loss': 0.0282, 'grad_norm': 0.028316285461187363, 'learning_rate': 8.448979591836734e-05, 'epoch': 3.86}
{'loss': 0.0321, 'grad_norm': 0.043767426162958145, 'learning_rate': 8.418367346938774e-05, 'epoch': 3.87}
{'loss': 0.0288, 'grad_norm': 0.028299273923039436, 'learning_rate': 8.387755102040816e-05, 'epoch': 3.87}
{'loss': 0.029, 'grad_norm': 0.040094297379255295, 'learning_rate': 8.357142857142857e-05, 'epoch': 3.88}
{'loss': 0.0287, 'grad_norm': 0.02712578885257244, 'learning_rate': 8.326530612244897e-05, 'epoch': 3.88}
{'loss': 0.0296, 'grad_norm': 0.029510673135519028, 'learning_rate': 8.295918367346938e-05, 'epoch': 3.89}
{'loss': 0.0291, 'grad_norm': 0.03753155097365379, 'learning_rate': 8.265306122448978e-05, 'epoch': 3.89}
{'loss': 0.0292, 'grad_norm': 0.037811074405908585, 'learning_rate': 8.23469387755102e-05, 'epoch': 3.9}
{'loss': 0.0283, 'grad_norm': 0.033487122505903244, 'learning_rate': 8.20408163265306e-05, 'epoch': 3.9}
{'loss': 0.0293, 'grad_norm': 0.03120999224483967, 'learning_rate': 8.173469387755101e-05, 'epoch': 3.91}
{'loss': 0.0283, 'grad_norm': 0.03515152633190155, 'learning_rate': 8.142857142857142e-05, 'epoch': 3.91}
{'loss': 0.0301, 'grad_norm': 0.038538116961717606, 'learning_rate': 8.112244897959184e-05, 'epoch': 3.92}
{'loss': 0.0297, 'grad_norm': 0.02767571061849594, 'learning_rate': 8.081632653061223e-05, 'epoch': 3.93}
{'loss': 0.0281, 'grad_norm': 0.03344699740409851, 'learning_rate': 8.051020408163264e-05, 'epoch': 3.93}
{'loss': 0.0298, 'grad_norm': 0.03551265969872475, 'learning_rate': 8.020408163265305e-05, 'epoch': 3.94}
{'loss': 0.0284, 'grad_norm': 0.035405416041612625, 'learning_rate': 7.989795918367346e-05, 'epoch': 3.94}
{'loss': 0.0295, 'grad_norm': 0.03635641559958458, 'learning_rate': 7.959183673469388e-05, 'epoch': 3.95}
{'loss': 0.0288, 'grad_norm': 0.028809387236833572, 'learning_rate': 7.928571428571429e-05, 'epoch': 3.95}
{'loss': 0.0292, 'grad_norm': 0.03164902329444885, 'learning_rate': 7.897959183673468e-05, 'epoch': 3.96}
{'loss': 0.0299, 'grad_norm': 0.03851340711116791, 'learning_rate': 7.867346938775509e-05, 'epoch': 3.96}
{'loss': 0.0292, 'grad_norm': 0.037808697670698166, 'learning_rate': 7.836734693877551e-05, 'epoch': 3.97}
{'loss': 0.0297, 'grad_norm': 0.030717460438609123, 'learning_rate': 7.806122448979592e-05, 'epoch': 3.97}
{'loss': 0.0291, 'grad_norm': 0.031835898756980896, 'learning_rate': 7.775510204081632e-05, 'epoch': 3.98}
{'loss': 0.0291, 'grad_norm': 0.033736053854227066, 'learning_rate': 7.744897959183672e-05, 'epoch': 3.98}
{'loss': 0.0291, 'grad_norm': 0.03302857279777527, 'learning_rate': 7.714285714285713e-05, 'epoch': 3.99}
{'loss': 0.0279, 'grad_norm': 0.026049776002764702, 'learning_rate': 7.683673469387755e-05, 'epoch': 3.99}
{'loss': 0.045, 'grad_norm': 0.04896097630262375, 'learning_rate': 7.653061224489796e-05, 'epoch': 4.0}
{'loss': 0.0288, 'grad_norm': 0.029070444405078888, 'learning_rate': 7.622448979591836e-05, 'epoch': 4.01}
{'loss': 0.0293, 'grad_norm': 0.029337558895349503, 'learning_rate': 7.591836734693876e-05, 'epoch': 4.01}
{'loss': 0.0303, 'grad_norm': 0.038345009088516235, 'learning_rate': 7.561224489795918e-05, 'epoch': 4.02}
{'loss': 0.0299, 'grad_norm': 0.03255411237478256, 'learning_rate': 7.530612244897959e-05, 'epoch': 4.02}
{'loss': 0.028, 'grad_norm': 0.029073935002088547, 'learning_rate': 7.5e-05, 'epoch': 4.03}
{'loss': 0.0286, 'grad_norm': 0.03515377268195152, 'learning_rate': 7.46938775510204e-05, 'epoch': 4.03}
{'loss': 0.0274, 'grad_norm': 0.02903941459953785, 'learning_rate': 7.438775510204081e-05, 'epoch': 4.04}
{'loss': 0.0278, 'grad_norm': 0.036699648946523666, 'learning_rate': 7.408163265306122e-05, 'epoch': 4.04}
{'loss': 0.0285, 'grad_norm': 0.03591470420360565, 'learning_rate': 7.377551020408162e-05, 'epoch': 4.05}
{'loss': 0.0304, 'grad_norm': 0.03936098515987396, 'learning_rate': 7.346938775510203e-05, 'epoch': 4.05}
{'loss': 0.0311, 'grad_norm': 0.032773520797491074, 'learning_rate': 7.316326530612244e-05, 'epoch': 4.06}
{'loss': 0.0305, 'grad_norm': 0.038435883820056915, 'learning_rate': 7.285714285714285e-05, 'epoch': 4.06}
{'loss': 0.0288, 'grad_norm': 0.027800386771559715, 'learning_rate': 7.255102040816327e-05, 'epoch': 4.07}
{'loss': 0.0298, 'grad_norm': 0.03240488842129707, 'learning_rate': 7.224489795918366e-05, 'epoch': 4.07}
{'loss': 0.0297, 'grad_norm': 0.03141677379608154, 'learning_rate': 7.193877551020407e-05, 'epoch': 4.08}
{'loss': 0.0296, 'grad_norm': 0.030847730115056038, 'learning_rate': 7.163265306122449e-05, 'epoch': 4.09}
{'loss': 0.0316, 'grad_norm': 0.03485051169991493, 'learning_rate': 7.132653061224489e-05, 'epoch': 4.09}
{'loss': 0.0291, 'grad_norm': 0.031175946816802025, 'learning_rate': 7.10204081632653e-05, 'epoch': 4.1}
{'loss': 0.0289, 'grad_norm': 0.028605997562408447, 'learning_rate': 7.07142857142857e-05, 'epoch': 4.1}
{'loss': 0.032, 'grad_norm': 0.04711642861366272, 'learning_rate': 7.040816326530612e-05, 'epoch': 4.11}
{'loss': 0.0288, 'grad_norm': 0.03061145544052124, 'learning_rate': 7.010204081632653e-05, 'epoch': 4.11}
{'loss': 0.0303, 'grad_norm': 0.039811719208955765, 'learning_rate': 6.979591836734692e-05, 'epoch': 4.12}
{'loss': 0.0295, 'grad_norm': 0.034277912229299545, 'learning_rate': 6.948979591836734e-05, 'epoch': 4.12}
{'loss': 0.0288, 'grad_norm': 0.03039095737040043, 'learning_rate': 6.918367346938775e-05, 'epoch': 4.13}
{'loss': 0.028, 'grad_norm': 0.026916418224573135, 'learning_rate': 6.887755102040816e-05, 'epoch': 4.13}
{'loss': 0.0281, 'grad_norm': 0.02681339532136917, 'learning_rate': 6.857142857142857e-05, 'epoch': 4.14}
{'loss': 0.0286, 'grad_norm': 0.030775072053074837, 'learning_rate': 6.826530612244897e-05, 'epoch': 4.14}
{'loss': 0.0288, 'grad_norm': 0.021764587610960007, 'learning_rate': 6.795918367346938e-05, 'epoch': 4.15}
{'loss': 0.028, 'grad_norm': 0.028650984168052673, 'learning_rate': 6.765306122448979e-05, 'epoch': 4.15}
{'loss': 0.0282, 'grad_norm': 0.027071697637438774, 'learning_rate': 6.73469387755102e-05, 'epoch': 4.16}
{'loss': 0.0278, 'grad_norm': 0.027461403980851173, 'learning_rate': 6.70408163265306e-05, 'epoch': 4.17}
{'loss': 0.0294, 'grad_norm': 0.026057202368974686, 'learning_rate': 6.673469387755101e-05, 'epoch': 4.17}
{'loss': 0.0288, 'grad_norm': 0.03745660185813904, 'learning_rate': 6.642857142857142e-05, 'epoch': 4.18}
{'loss': 0.0298, 'grad_norm': 0.026307623833417892, 'learning_rate': 6.612244897959183e-05, 'epoch': 4.18}
{'loss': 0.0288, 'grad_norm': 0.028993189334869385, 'learning_rate': 6.581632653061224e-05, 'epoch': 4.19}
{'loss': 0.0289, 'grad_norm': 0.031892091035842896, 'learning_rate': 6.551020408163264e-05, 'epoch': 4.19}
{'loss': 0.0278, 'grad_norm': 0.0338309109210968, 'learning_rate': 6.520408163265305e-05, 'epoch': 4.2}
{'loss': 0.0289, 'grad_norm': 0.0299301166087389, 'learning_rate': 6.489795918367347e-05, 'epoch': 4.2}
{'loss': 0.0284, 'grad_norm': 0.027549628168344498, 'learning_rate': 6.459183673469387e-05, 'epoch': 4.21}
{'loss': 0.0287, 'grad_norm': 0.029008230194449425, 'learning_rate': 6.428571428571427e-05, 'epoch': 4.21}
{'loss': 0.0291, 'grad_norm': 0.04166589677333832, 'learning_rate': 6.39795918367347e-05, 'epoch': 4.22}
{'loss': 0.0281, 'grad_norm': 0.031045883893966675, 'learning_rate': 6.367346938775509e-05, 'epoch': 4.22}
{'loss': 0.028, 'grad_norm': 0.027510007843375206, 'learning_rate': 6.336734693877551e-05, 'epoch': 4.23}
{'loss': 0.0282, 'grad_norm': 0.02775096893310547, 'learning_rate': 6.30612244897959e-05, 'epoch': 4.23}
{'loss': 0.0299, 'grad_norm': 0.030613908544182777, 'learning_rate': 6.275510204081633e-05, 'epoch': 4.24}
{'loss': 0.0294, 'grad_norm': 0.028958415612578392, 'learning_rate': 6.244897959183673e-05, 'epoch': 4.25}
{'loss': 0.0293, 'grad_norm': 0.03125802055001259, 'learning_rate': 6.214285714285714e-05, 'epoch': 4.25}
{'loss': 0.0289, 'grad_norm': 0.03170669078826904, 'learning_rate': 6.183673469387755e-05, 'epoch': 4.26}
{'loss': 0.0275, 'grad_norm': 0.023667365312576294, 'learning_rate': 6.153061224489796e-05, 'epoch': 4.26}
{'loss': 0.0297, 'grad_norm': 0.031078733503818512, 'learning_rate': 6.122448979591836e-05, 'epoch': 4.27}
{'loss': 0.0283, 'grad_norm': 0.029962845146656036, 'learning_rate': 6.0918367346938765e-05, 'epoch': 4.27}
{'loss': 0.0281, 'grad_norm': 0.03748408332467079, 'learning_rate': 6.061224489795918e-05, 'epoch': 4.28}
{'loss': 0.0296, 'grad_norm': 0.03383602946996689, 'learning_rate': 6.030612244897959e-05, 'epoch': 4.28}
{'loss': 0.0281, 'grad_norm': 0.027810493484139442, 'learning_rate': 5.9999999999999995e-05, 'epoch': 4.29}
{'loss': 0.0282, 'grad_norm': 0.023829694837331772, 'learning_rate': 5.96938775510204e-05, 'epoch': 4.29}
{'loss': 0.0286, 'grad_norm': 0.0336793027818203, 'learning_rate': 5.938775510204081e-05, 'epoch': 4.3}
{'loss': 0.0292, 'grad_norm': 0.0379476472735405, 'learning_rate': 5.908163265306122e-05, 'epoch': 4.3}
{'loss': 0.0273, 'grad_norm': 0.03220516815781593, 'learning_rate': 5.8775510204081625e-05, 'epoch': 4.31}
{'loss': 0.0293, 'grad_norm': 0.04353721812367439, 'learning_rate': 5.846938775510204e-05, 'epoch': 4.31}
{'loss': 0.0289, 'grad_norm': 0.030374234542250633, 'learning_rate': 5.816326530612244e-05, 'epoch': 4.32}
{'loss': 0.028, 'grad_norm': 0.031995147466659546, 'learning_rate': 5.7857142857142855e-05, 'epoch': 4.33}
{'loss': 0.029, 'grad_norm': 0.028752505779266357, 'learning_rate': 5.7551020408163256e-05, 'epoch': 4.33}
{'loss': 0.0311, 'grad_norm': 0.03768729791045189, 'learning_rate': 5.724489795918367e-05, 'epoch': 4.34}
{'loss': 0.0291, 'grad_norm': 0.03630713000893593, 'learning_rate': 5.693877551020408e-05, 'epoch': 4.34}
{'loss': 0.0284, 'grad_norm': 0.02588169276714325, 'learning_rate': 5.663265306122448e-05, 'epoch': 4.35}
{'loss': 0.0281, 'grad_norm': 0.029430104419589043, 'learning_rate': 5.632653061224489e-05, 'epoch': 4.35}
{'loss': 0.0287, 'grad_norm': 0.03407180681824684, 'learning_rate': 5.60204081632653e-05, 'epoch': 4.36}
{'loss': 0.0299, 'grad_norm': 0.03845531493425369, 'learning_rate': 5.571428571428571e-05, 'epoch': 4.36}
{'loss': 0.0289, 'grad_norm': 0.02838648483157158, 'learning_rate': 5.5408163265306116e-05, 'epoch': 4.37}
{'loss': 0.0291, 'grad_norm': 0.030022896826267242, 'learning_rate': 5.510204081632653e-05, 'epoch': 4.37}
{'loss': 0.0289, 'grad_norm': 0.03638700395822525, 'learning_rate': 5.479591836734693e-05, 'epoch': 4.38}
{'loss': 0.0301, 'grad_norm': 0.03446617349982262, 'learning_rate': 5.4489795918367346e-05, 'epoch': 4.38}
{'loss': 0.0289, 'grad_norm': 0.03675176948308945, 'learning_rate': 5.4183673469387753e-05, 'epoch': 4.39}
{'loss': 0.0289, 'grad_norm': 0.027335384860634804, 'learning_rate': 5.3877551020408154e-05, 'epoch': 4.39}
{'loss': 0.0292, 'grad_norm': 0.026158519089221954, 'learning_rate': 5.357142857142857e-05, 'epoch': 4.4}
{'loss': 0.0289, 'grad_norm': 0.034354034811258316, 'learning_rate': 5.326530612244897e-05, 'epoch': 4.41}
{'loss': 0.0292, 'grad_norm': 0.0401790477335453, 'learning_rate': 5.2959183673469384e-05, 'epoch': 4.41}
{'loss': 0.0299, 'grad_norm': 0.03268067166209221, 'learning_rate': 5.265306122448979e-05, 'epoch': 4.42}
{'loss': 0.0298, 'grad_norm': 0.03215982764959335, 'learning_rate': 5.2346938775510206e-05, 'epoch': 4.42}
{'loss': 0.0286, 'grad_norm': 0.03039773739874363, 'learning_rate': 5.204081632653061e-05, 'epoch': 4.43}
{'loss': 0.0283, 'grad_norm': 0.02880817838013172, 'learning_rate': 5.173469387755102e-05, 'epoch': 4.43}
{'loss': 0.029, 'grad_norm': 0.03185097873210907, 'learning_rate': 5.142857142857142e-05, 'epoch': 4.44}
{'loss': 0.0276, 'grad_norm': 0.02779860980808735, 'learning_rate': 5.112244897959183e-05, 'epoch': 4.44}
{'loss': 0.0293, 'grad_norm': 0.03198803588747978, 'learning_rate': 5.0816326530612244e-05, 'epoch': 4.45}
{'loss': 0.0282, 'grad_norm': 0.030445516109466553, 'learning_rate': 5.0510204081632645e-05, 'epoch': 4.45}
{'loss': 0.0288, 'grad_norm': 0.02976323291659355, 'learning_rate': 5.020408163265306e-05, 'epoch': 4.46}
{'loss': 0.028, 'grad_norm': 0.027567047625780106, 'learning_rate': 4.989795918367347e-05, 'epoch': 4.46}
{'loss': 0.0297, 'grad_norm': 0.04063257575035095, 'learning_rate': 4.9591836734693875e-05, 'epoch': 4.47}
{'loss': 0.0282, 'grad_norm': 0.02773873135447502, 'learning_rate': 4.928571428571428e-05, 'epoch': 4.47}
{'loss': 0.0283, 'grad_norm': 0.02782556787133217, 'learning_rate': 4.897959183673468e-05, 'epoch': 4.48}
{'loss': 0.0289, 'grad_norm': 0.03121628426015377, 'learning_rate': 4.86734693877551e-05, 'epoch': 4.49}
{'loss': 0.0284, 'grad_norm': 0.027255360037088394, 'learning_rate': 4.8367346938775505e-05, 'epoch': 4.49}
{'loss': 0.0281, 'grad_norm': 0.028370646759867668, 'learning_rate': 4.806122448979591e-05, 'epoch': 4.5}
{'loss': 0.0287, 'grad_norm': 0.030233005061745644, 'learning_rate': 4.775510204081632e-05, 'epoch': 4.5}
{'loss': 0.0272, 'grad_norm': 0.026591984555125237, 'learning_rate': 4.7448979591836735e-05, 'epoch': 4.51}
{'loss': 0.0303, 'grad_norm': 0.03310992941260338, 'learning_rate': 4.7142857142857136e-05, 'epoch': 4.51}
{'loss': 0.0279, 'grad_norm': 0.030435457825660706, 'learning_rate': 4.683673469387755e-05, 'epoch': 4.52}
{'loss': 0.0302, 'grad_norm': 0.030958784744143486, 'learning_rate': 4.653061224489796e-05, 'epoch': 4.52}
{'loss': 0.0283, 'grad_norm': 0.029151318594813347, 'learning_rate': 4.622448979591836e-05, 'epoch': 4.53}
{'loss': 0.0274, 'grad_norm': 0.03428569808602333, 'learning_rate': 4.591836734693877e-05, 'epoch': 4.53}
{'loss': 0.0283, 'grad_norm': 0.028500450775027275, 'learning_rate': 4.5612244897959174e-05, 'epoch': 4.54}
{'loss': 0.0286, 'grad_norm': 0.02568831294775009, 'learning_rate': 4.530612244897959e-05, 'epoch': 4.54}
{'loss': 0.0284, 'grad_norm': 0.0351569764316082, 'learning_rate': 4.4999999999999996e-05, 'epoch': 4.55}
{'loss': 0.0296, 'grad_norm': 0.032262612134218216, 'learning_rate': 4.469387755102041e-05, 'epoch': 4.55}
{'loss': 0.0299, 'grad_norm': 0.03606434911489487, 'learning_rate': 4.438775510204081e-05, 'epoch': 4.56}
{'loss': 0.0304, 'grad_norm': 0.032367266714572906, 'learning_rate': 4.4081632653061226e-05, 'epoch': 4.57}
{'loss': 0.0286, 'grad_norm': 0.032780371606349945, 'learning_rate': 4.3775510204081627e-05, 'epoch': 4.57}
{'loss': 0.0291, 'grad_norm': 0.030775312334299088, 'learning_rate': 4.3469387755102034e-05, 'epoch': 4.58}
{'loss': 0.029, 'grad_norm': 0.03349791467189789, 'learning_rate': 4.316326530612245e-05, 'epoch': 4.58}
{'loss': 0.0274, 'grad_norm': 0.0332968570291996, 'learning_rate': 4.285714285714285e-05, 'epoch': 4.59}
{'loss': 0.0283, 'grad_norm': 0.02911493182182312, 'learning_rate': 4.2551020408163264e-05, 'epoch': 4.59}
{'loss': 0.0298, 'grad_norm': 0.03211667388677597, 'learning_rate': 4.224489795918367e-05, 'epoch': 4.6}
{'loss': 0.0294, 'grad_norm': 0.037236448377370834, 'learning_rate': 4.193877551020408e-05, 'epoch': 4.6}
{'loss': 0.0291, 'grad_norm': 0.02587295137345791, 'learning_rate': 4.163265306122449e-05, 'epoch': 4.61}
{'loss': 0.027, 'grad_norm': 0.028650585561990738, 'learning_rate': 4.132653061224489e-05, 'epoch': 4.61}
{'loss': 0.0287, 'grad_norm': 0.03061656467616558, 'learning_rate': 4.10204081632653e-05, 'epoch': 4.62}
{'loss': 0.0286, 'grad_norm': 0.029105432331562042, 'learning_rate': 4.071428571428571e-05, 'epoch': 4.62}
{'loss': 0.028, 'grad_norm': 0.031273212283849716, 'learning_rate': 4.040816326530612e-05, 'epoch': 4.63}
{'loss': 0.0293, 'grad_norm': 0.03069346398115158, 'learning_rate': 4.0102040816326525e-05, 'epoch': 4.63}
{'loss': 0.0287, 'grad_norm': 0.027983900159597397, 'learning_rate': 3.979591836734694e-05, 'epoch': 4.64}
{'loss': 0.0273, 'grad_norm': 0.026151910424232483, 'learning_rate': 3.948979591836734e-05, 'epoch': 4.65}
{'loss': 0.0286, 'grad_norm': 0.034092433750629425, 'learning_rate': 3.9183673469387755e-05, 'epoch': 4.65}
{'loss': 0.0291, 'grad_norm': 0.03266875445842743, 'learning_rate': 3.887755102040816e-05, 'epoch': 4.66}
{'loss': 0.029, 'grad_norm': 0.03325079753994942, 'learning_rate': 3.857142857142856e-05, 'epoch': 4.66}
{'loss': 0.0281, 'grad_norm': 0.03392047435045242, 'learning_rate': 3.826530612244898e-05, 'epoch': 4.67}
{'loss': 0.0292, 'grad_norm': 0.031577613204717636, 'learning_rate': 3.795918367346938e-05, 'epoch': 4.67}
{'loss': 0.0285, 'grad_norm': 0.03198607265949249, 'learning_rate': 3.765306122448979e-05, 'epoch': 4.68}
{'loss': 0.0288, 'grad_norm': 0.032045476138591766, 'learning_rate': 3.73469387755102e-05, 'epoch': 4.68}
{'loss': 0.0294, 'grad_norm': 0.035407740622758865, 'learning_rate': 3.704081632653061e-05, 'epoch': 4.69}
{'loss': 0.0286, 'grad_norm': 0.03552822023630142, 'learning_rate': 3.6734693877551016e-05, 'epoch': 4.69}
{'loss': 0.0294, 'grad_norm': 0.03346557542681694, 'learning_rate': 3.6428571428571423e-05, 'epoch': 4.7}
{'loss': 0.029, 'grad_norm': 0.029647769406437874, 'learning_rate': 3.612244897959183e-05, 'epoch': 4.7}
{'loss': 0.0293, 'grad_norm': 0.033397141844034195, 'learning_rate': 3.5816326530612245e-05, 'epoch': 4.71}
{'loss': 0.0284, 'grad_norm': 0.02806410938501358, 'learning_rate': 3.551020408163265e-05, 'epoch': 4.71}
{'loss': 0.0282, 'grad_norm': 0.03291340917348862, 'learning_rate': 3.520408163265306e-05, 'epoch': 4.72}
{'loss': 0.0289, 'grad_norm': 0.03926760330796242, 'learning_rate': 3.489795918367346e-05, 'epoch': 4.73}
{'loss': 0.0296, 'grad_norm': 0.03769594058394432, 'learning_rate': 3.4591836734693876e-05, 'epoch': 4.73}
{'loss': 0.0298, 'grad_norm': 0.0468512624502182, 'learning_rate': 3.4285714285714284e-05, 'epoch': 4.74}
{'loss': 0.0283, 'grad_norm': 0.02789921872317791, 'learning_rate': 3.397959183673469e-05, 'epoch': 4.74}
{'loss': 0.0282, 'grad_norm': 0.03664431720972061, 'learning_rate': 3.36734693877551e-05, 'epoch': 4.75}
{'loss': 0.029, 'grad_norm': 0.036100421100854874, 'learning_rate': 3.3367346938775507e-05, 'epoch': 4.75}
{'loss': 0.0297, 'grad_norm': 0.04041096940636635, 'learning_rate': 3.3061224489795914e-05, 'epoch': 4.76}
{'loss': 0.0291, 'grad_norm': 0.033234093338251114, 'learning_rate': 3.275510204081632e-05, 'epoch': 4.76}
{'loss': 0.029, 'grad_norm': 0.02381347119808197, 'learning_rate': 3.2448979591836736e-05, 'epoch': 4.77}
{'loss': 0.0289, 'grad_norm': 0.027866216376423836, 'learning_rate': 3.214285714285714e-05, 'epoch': 4.77}
{'loss': 0.0288, 'grad_norm': 0.029524773359298706, 'learning_rate': 3.1836734693877545e-05, 'epoch': 4.78}
{'loss': 0.0295, 'grad_norm': 0.039633575826883316, 'learning_rate': 3.153061224489795e-05, 'epoch': 4.78}
{'loss': 0.0287, 'grad_norm': 0.03153892606496811, 'learning_rate': 3.122448979591837e-05, 'epoch': 4.79}
{'loss': 0.0289, 'grad_norm': 0.030684351921081543, 'learning_rate': 3.0918367346938774e-05, 'epoch': 4.79}
{'loss': 0.0285, 'grad_norm': 0.027580218389630318, 'learning_rate': 3.061224489795918e-05, 'epoch': 4.8}
{'loss': 0.0285, 'grad_norm': 0.0304681695997715, 'learning_rate': 3.030612244897959e-05, 'epoch': 4.81}
{'loss': 0.0279, 'grad_norm': 0.02387160435318947, 'learning_rate': 2.9999999999999997e-05, 'epoch': 4.81}
{'loss': 0.0282, 'grad_norm': 0.037217170000076294, 'learning_rate': 2.9693877551020405e-05, 'epoch': 4.82}
{'loss': 0.0284, 'grad_norm': 0.027370069175958633, 'learning_rate': 2.9387755102040813e-05, 'epoch': 4.82}
{'loss': 0.0287, 'grad_norm': 0.03467420116066933, 'learning_rate': 2.908163265306122e-05, 'epoch': 4.83}
{'loss': 0.0293, 'grad_norm': 0.03703618794679642, 'learning_rate': 2.8775510204081628e-05, 'epoch': 4.83}
{'loss': 0.0283, 'grad_norm': 0.029734184965491295, 'learning_rate': 2.846938775510204e-05, 'epoch': 4.84}
{'loss': 0.0293, 'grad_norm': 0.0414559468626976, 'learning_rate': 2.8163265306122447e-05, 'epoch': 4.84}
{'loss': 0.0309, 'grad_norm': 0.03983793780207634, 'learning_rate': 2.7857142857142854e-05, 'epoch': 4.85}
{'loss': 0.0278, 'grad_norm': 0.03683878108859062, 'learning_rate': 2.7551020408163265e-05, 'epoch': 4.85}
{'loss': 0.029, 'grad_norm': 0.04361367225646973, 'learning_rate': 2.7244897959183673e-05, 'epoch': 4.86}
{'loss': 0.0284, 'grad_norm': 0.03118988499045372, 'learning_rate': 2.6938775510204077e-05, 'epoch': 4.86}
{'loss': 0.0284, 'grad_norm': 0.035329628735780716, 'learning_rate': 2.6632653061224485e-05, 'epoch': 4.87}
{'loss': 0.0295, 'grad_norm': 0.026250526309013367, 'learning_rate': 2.6326530612244896e-05, 'epoch': 4.87}
{'loss': 0.0284, 'grad_norm': 0.03529587388038635, 'learning_rate': 2.6020408163265303e-05, 'epoch': 4.88}
{'loss': 0.0282, 'grad_norm': 0.0332522876560688, 'learning_rate': 2.571428571428571e-05, 'epoch': 4.89}
{'loss': 0.0285, 'grad_norm': 0.036918915808200836, 'learning_rate': 2.5408163265306122e-05, 'epoch': 4.89}
{'loss': 0.0284, 'grad_norm': 0.030435245484113693, 'learning_rate': 2.510204081632653e-05, 'epoch': 4.9}
{'loss': 0.0286, 'grad_norm': 0.0331861712038517, 'learning_rate': 2.4795918367346937e-05, 'epoch': 4.9}
{'loss': 0.0289, 'grad_norm': 0.028963493183255196, 'learning_rate': 2.448979591836734e-05, 'epoch': 4.91}
{'loss': 0.0284, 'grad_norm': 0.031064236536622047, 'learning_rate': 2.4183673469387753e-05, 'epoch': 4.91}
{'loss': 0.0284, 'grad_norm': 0.027681130915880203, 'learning_rate': 2.387755102040816e-05, 'epoch': 4.92}
{'loss': 0.0292, 'grad_norm': 0.04058512672781944, 'learning_rate': 2.3571428571428568e-05, 'epoch': 4.92}
{'loss': 0.0295, 'grad_norm': 0.031329140067100525, 'learning_rate': 2.326530612244898e-05, 'epoch': 4.93}
